ID,GENUS,SPECIES,SUB,GROUP,MUSEUM,IDORI,SEX,LOCALITY2
R695,Saguinus,fuscicollis,illigeri,FUSCICOLLIS,,Y,M,
R706,Saguinus,fuscicollis,illigeri,FUSCICOLLIS,,Y,M,
R717,Saguinus,fuscicollis,illigeri,FUSCICOLLIS,,Y,M,
R721,Saguinus,fuscicollis,illigeri,FUSCICOLLIS,,Y,F,
R724,Saguinus,fuscicollis,illigeri,FUSCICOLLIS,,Y,F,
R730,Saguinus,fuscicollis,illigeri,FUSCICOLLIS,,Y,F,
R750,Saguinus,fuscicollis,illigeri,FUSCICOLLIS,,Y,M,
R768,Saguinus,fuscicollis,illigeri,FUSCICOLLIS,,Y,F,
R778,Saguinus,fuscicollis,illigeri,FUSCICOLLIS,,Y,M,
R785,Saguinus,fuscicollis,illigeri,FUSCICOLLIS,,Y,F,
R799,Saguinus,fuscicollis,illigeri,FUSCICOLLIS,,Y,M,
R805,Saguinus,fuscicollis,illigeri,FUSCICOLLIS,,Y,M,
R806,Saguinus,fuscicollis,illigeri,FUSCICOLLIS,,Y,M,
R816,Saguinus,fuscicollis,illigeri,FUSCICOLLIS,,Y,M,
R817,Saguinus,fuscicollis,illigeri,FUSCICOLLIS,,Y,M,
R833,Saguinus,fuscicollis,illigeri,FUSCICOLLIS,,Y,F,
R845,Saguinus,fuscicollis,illigeri,FUSCICOLLIS,,Y,F,
R852,Saguinus,fuscicollis,illigeri,FUSCICOLLIS,,Y,F,
R854,Saguinus,fuscicollis,illigeri,FUSCICOLLIS,,Y,M,
R915,Saguinus,fuscicollis,illigeri,FUSCICOLLIS,,Y,F,
R918,Saguinus,fuscicollis,illigeri,FUSCICOLLIS,,Y,F,
R930,Saguinus,fuscicollis,illigeri,FUSCICOLLIS,,Y,F,
R949,Saguinus,fuscicollis,illigeri,FUSCICOLLIS,,Y,F,
R952,Saguinus,fuscicollis,illigeri,FUSCICOLLIS,,Y,F,
R953,Saguinus,fuscicollis,illigeri,FUSCICOLLIS,,Y,M,
R954,Saguinus,fuscicollis,illigeri,FUSCICOLLIS,,Y,M,
BE0218,Saguinus,fuscicollis,lagonotus,FUSCICOLLIS,MPEG,lagonatus,F,"Iquitos, Per"
A126170,Saguinus,fuscicollis,lagonotus,FUSCICOLLIS,,N,,
A175307,Saguinus,fuscicollis,lagonotus,FUSCICOLLIS,,N,,
A67687,Saguinus,fuscicollis,lagonotus,FUSCICOLLIS,,N,M,
A67688,Saguinus,fuscicollis,lagonotus,FUSCICOLLIS,,N,F,
A73397,Saguinus,fuscicollis,lagonotus,FUSCICOLLIS,,N,F,
A73726,Saguinus,fuscicollis,lagonotus,FUSCICOLLIS,,N,M,
A73727,Saguinus,fuscicollis,lagonotus,FUSCICOLLIS,,N,M,
A73728,Saguinus,fuscicollis,lagonotus,FUSCICOLLIS,,N,M,
A73732,Saguinus,fuscicollis,lagonotus,FUSCICOLLIS,,N,M,
A73734,Saguinus,fuscicollis,lagonotus,FUSCICOLLIS,,N,F,
A73737,Saguinus,fuscicollis,lagonotus,FUSCICOLLIS,,N,F,
A98286,Saguinus,fuscicollis,lagonotus,FUSCICOLLIS,,N,M,
A98287,Saguinus,fuscicollis,lagonotus,FUSCICOLLIS,,N,M,
F122753,Saguinus,fuscicollis,lagonotus,FUSCICOLLIS,,N,F,
F122756,Saguinus,fuscicollis,lagonotus,FUSCICOLLIS,,N,M,
F122757,Saguinus,fuscicollis,lagonotus,FUSCICOLLIS,,N,M,
F122758,Saguinus,fuscicollis,lagonotus,FUSCICOLLIS,,N,M,
F41488,Saguinus,fuscicollis,lagonotus,FUSCICOLLIS,,N,M,
F41489,Saguinus,fuscicollis,lagonotus,FUSCICOLLIS,,N,F,
F87142,Saguinus,fuscicollis,lagonotus,FUSCICOLLIS,,N,M,
F87143,Saguinus,fuscicollis,lagonotus,FUSCICOLLIS,,N,M,
R1033,Saguinus,fuscicollis,lagonotus,FUSCICOLLIS,,Y,F,
R1034,Saguinus,fuscicollis,lagonotus,FUSCICOLLIS,,Y,M,
R1040,Saguinus,fuscicollis,lagonotus,FUSCICOLLIS,,Y,F,
R1087,Saguinus,fuscicollis,lagonotus,FUSCICOLLIS,,Y,F,
R1098,Saguinus,fuscicollis,lagonotus,FUSCICOLLIS,,Y,M,
R1099,Saguinus,fuscicollis,lagonotus,FUSCICOLLIS,,Y,M,
R1117,Saguinus,fuscicollis,lagonotus,FUSCICOLLIS,,Y,M,
R1118,Saguinus,fuscicollis,lagonotus,FUSCICOLLIS,,Y,M,
R1188,Saguinus,fuscicollis,lagonotus,FUSCICOLLIS,,Y,M,
R1209,Saguinus,fuscicollis,lagonotus,FUSCICOLLIS,,Y,M,
R1211,Saguinus,fuscicollis,lagonotus,FUSCICOLLIS,,Y,M,
R1217,Saguinus,fuscicollis,lagonotus,FUSCICOLLIS,,Y,F,
R1224,Saguinus,fuscicollis,lagonotus,FUSCICOLLIS,,Y,M,
R1226,Saguinus,fuscicollis,lagonotus,FUSCICOLLIS,,Y,M,
R1278,Saguinus,fuscicollis,lagonotus,FUSCICOLLIS,,Y,M,
R1414,Saguinus,fuscicollis,lagonotus,FUSCICOLLIS,,Y,,
R1784,Saguinus,fuscicollis,lagonotus,FUSCICOLLIS,,Y,F,
R771,Saguinus,fuscicollis,lagonotus,FUSCICOLLIS,,Y,M,
R773,Saguinus,fuscicollis,lagonotus,FUSCICOLLIS,,Y,F,
R864,Saguinus,fuscicollis,lagonotus,FUSCICOLLIS,,Y,M,
R960,Saguinus,fuscicollis,lagonotus,FUSCICOLLIS,,Y,M,
R965,Saguinus,fuscicollis,lagonotus,FUSCICOLLIS,,Y,F,
R966,Saguinus,fuscicollis,lagonotus,FUSCICOLLIS,,Y,M,
A230828,Saguinus,fuscicollis,leucogenys,FUSCICOLLIS,,N,M,
A239875,Saguinus,fuscicollis,leucogenys,FUSCICOLLIS,,N,F,
A76616,Saguinus,fuscicollis,leucogenys,FUSCICOLLIS,,N,F,
A98301,Saguinus,fuscicollis,leucogenys,FUSCICOLLIS,,N,M,
A98306,Saguinus,fuscicollis,leucogenys,FUSCICOLLIS,,N,M,
B271128,Saguinus,fuscicollis,leucogenys,FUSCICOLLIS,,N,F,
F24194,Saguinus,fuscicollis,leucogenys,FUSCICOLLIS,,N,M,
F25348,Saguinus,fuscicollis,leucogenys,FUSCICOLLIS,,N,M,
F62071,Saguinus,fuscicollis,leucogenys,FUSCICOLLIS,,N,M,
F62072,Saguinus,fuscicollis,leucogenys,FUSCICOLLIS,,N,M,
F64294,Saguinus,fuscicollis,leucogenys,FUSCICOLLIS,,N,F,
N461267,Saguinus,fuscicollis,leucogenys,FUSCICOLLIS,,N,M,
R1136,Saguinus,fuscicollis,leucogenys,FUSCICOLLIS,,Y,M,
R1138,Saguinus,fuscicollis,leucogenys,FUSCICOLLIS,,Y,M,
R1201,Saguinus,fuscicollis,leucogenys,FUSCICOLLIS,,Y,M,
R704,Saguinus,fuscicollis,leucogenys,FUSCICOLLIS,,Y,F,
BE0750,Saguinus,fuscicollis,melanoleucus,FUSCICOLLIS,MPEG,,M,Cruzeiro do
B22946,Saguinus,fuscicollis,melanoleucus,FUSCICOLLIS,MPEG,,F,"Flora, mg. E"
B21843,Saguinus,fuscicollis,melanoleucus,FUSCICOLLIS,MPEG,,F,Mg. Esq. Rio
B21845,Saguinus,fuscicollis,melanoleucus,FUSCICOLLIS,MPEG,,F,Mg. Esq. Rio
RJ5957,Saguinus,fuscicollis,melanoleucus,FUSCICOLLIS,MNRJ,,F,"Rio Eiru, Sa"
RJ5958,Saguinus,fuscicollis,melanoleucus,FUSCICOLLIS,MNRJ,,F,"Rio Eiru, Sa"
RJ5955,Saguinus,fuscicollis,melanoleucus,FUSCICOLLIS,MNRJ,,M,"Rio Juruá, L"
RJ5956,Saguinus,fuscicollis,melanoleucus,FUSCICOLLIS,MNRJ,,M,"Rio Juruá, L"
B22945,Saguinus,fuscicollis,melanoleucus,FUSCICOLLIS,MPEG,,F,Seringal Oci
B142212,Saguinus,fuscicollis,melanoleucus,FUSCICOLLIS,,N,M,
F50837,Saguinus,fuscicollis,melanoleucus,FUSCICOLLIS,,N,F,
S4156,Saguinus,fuscicollis,melanoleucus,FUSCICOLLIS,,N,F,
S4157,Saguinus,fuscicollis,melanoleucus,FUSCICOLLIS,,N,M,
S4159,Saguinus,fuscicollis,melanoleucus,FUSCICOLLIS,,N,M,
S4803,Saguinus,fuscicollis,melanoleucus,FUSCICOLLIS,,N,M,
S4808,Saguinus,fuscicollis,melanoleucus,FUSCICOLLIS,,N,F,
S4841,Saguinus,fuscicollis,melanoleucus,FUSCICOLLIS,,N,M,
S4842,Saguinus,fuscicollis,melanoleucus,FUSCICOLLIS,,N,F,
S4843,Saguinus,fuscicollis,melanoleucus,FUSCICOLLIS,,N,M,
S4844,Saguinus,fuscicollis,melanoleucus,FUSCICOLLIS,,N,M,
S4895,Saguinus,fuscicollis,melanoleucus,FUSCICOLLIS,,N,F,
S4897,Saguinus,fuscicollis,melanoleucus,FUSCICOLLIS,,N,M,
S5005,Saguinus,fuscicollis,melanoleucus,FUSCICOLLIS,,N,M,
S5015,Saguinus,fuscicollis,melanoleucus,FUSCICOLLIS,,N,M,
S5027,Saguinus,fuscicollis,melanoleucus,FUSCICOLLIS,,N,M,
BE0675,Saguinus,fuscicollis,nigrifrons,FUSCICOLLIS,MPEG,,F,"Iquitos, Per"
A73746,Saguinus,fuscicollis,nigrifrons,FUSCICOLLIS,,N,M,
A74041,Saguinus,fuscicollis,nigrifrons,FUSCICOLLIS,,N,M,
A74042,Saguinus,fuscicollis,nigrifrons,FUSCICOLLIS,,N,M,
A74043,Saguinus,fuscicollis,nigrifrons,FUSCICOLLIS,,N,M,
A74046,Saguinus,fuscicollis,nigrifrons,FUSCICOLLIS,,N,F,
A74048,Saguinus,fuscicollis,nigrifrons,FUSCICOLLIS,,N,F,
A74051,Saguinus,fuscicollis,nigrifrons,FUSCICOLLIS,,N,F,
A75286,Saguinus,fuscicollis,nigrifrons,FUSCICOLLIS,,N,M,
A75289,Saguinus,fuscicollis,nigrifrons,FUSCICOLLIS,,N,M,
A76333,Saguinus,fuscicollis,nigrifrons,FUSCICOLLIS,,N,M,
A76338,Saguinus,fuscicollis,nigrifrons,FUSCICOLLIS,,N,M,
A76342,Saguinus,fuscicollis,nigrifrons,FUSCICOLLIS,,N,F,
A76347,Saguinus,fuscicollis,nigrifrons,FUSCICOLLIS,,N,F,
A76348,Saguinus,fuscicollis,nigrifrons,FUSCICOLLIS,,N,M,
A76352,Saguinus,fuscicollis,nigrifrons,FUSCICOLLIS,,N,M,
A76355,Saguinus,fuscicollis,nigrifrons,FUSCICOLLIS,,N,F,
A76360,Saguinus,fuscicollis,nigrifrons,FUSCICOLLIS,,N,F,
A76365,Saguinus,fuscicollis,nigrifrons,FUSCICOLLIS,,N,M,
A76368,Saguinus,fuscicollis,nigrifrons,FUSCICOLLIS,,N,M,
A98293,Saguinus,fuscicollis,nigrifrons,FUSCICOLLIS,,N,F,
A98296,Saguinus,fuscicollis,nigrifrons,FUSCICOLLIS,,N,M,
F86965,Saguinus,fuscicollis,nigrifrons,FUSCICOLLIS,,N,F,
F88873,Saguinus,fuscicollis,nigrifrons,FUSCICOLLIS,,N,M,
F88874,Saguinus,fuscicollis,nigrifrons,FUSCICOLLIS,,N,F,
N397924,Saguinus,fuscicollis,nigrifrons,FUSCICOLLIS,,N,,
R1230,Saguinus,fuscicollis,nigrifrons,FUSCICOLLIS,,Y,M,
R1235,Saguinus,fuscicollis,nigrifrons,FUSCICOLLIS,,Y,F,
R1239,Saguinus,fuscicollis,nigrifrons,FUSCICOLLIS,,Y,M,
R1240,Saguinus,fuscicollis,nigrifrons,FUSCICOLLIS,,Y,F,
R1243,Saguinus,fuscicollis,nigrifrons,FUSCICOLLIS,,Y,M,
R1246,Saguinus,fuscicollis,nigrifrons,FUSCICOLLIS,,Y,F,
R1249,Saguinus,fuscicollis,nigrifrons,FUSCICOLLIS,,Y,F,
R1250,Saguinus,fuscicollis,nigrifrons,FUSCICOLLIS,,Y,M,
R1254,Saguinus,fuscicollis,nigrifrons,FUSCICOLLIS,,Y,F,
R1264,Saguinus,fuscicollis,nigrifrons,FUSCICOLLIS,,Y,F,
R1265,Saguinus,fuscicollis,nigrifrons,FUSCICOLLIS,,Y,M,
R1380,Saguinus,fuscicollis,nigrifrons,FUSCICOLLIS,,Y,,
R1382,Saguinus,fuscicollis,nigrifrons,FUSCICOLLIS,,Y,M,
R1383,Saguinus,fuscicollis,nigrifrons,FUSCICOLLIS,,Y,M,
R1388,Saguinus,fuscicollis,nigrifrons,FUSCICOLLIS,,Y,M,
R1395,Saguinus,fuscicollis,nigrifrons,FUSCICOLLIS,,Y,,
R1397,Saguinus,fuscicollis,nigrifrons,FUSCICOLLIS,,Y,,
R1398,Saguinus,fuscicollis,nigrifrons,FUSCICOLLIS,,Y,,
R1401,Saguinus,fuscicollis,nigrifrons,FUSCICOLLIS,,Y,M,
R1402,Saguinus,fuscicollis,nigrifrons,FUSCICOLLIS,,Y,M,
R1404,Saguinus,fuscicollis,nigrifrons,FUSCICOLLIS,,Y,M,
R1410,Saguinus,fuscicollis,nigrifrons,FUSCICOLLIS,,Y,M,
R1412,Saguinus,fuscicollis,nigrifrons,FUSCICOLLIS,,Y,M,
R1413,Saguinus,fuscicollis,nigrifrons,FUSCICOLLIS,,Y,F,
R1416,Saguinus,fuscicollis,nigrifrons,FUSCICOLLIS,,Y,,
R1417,Saguinus,fuscicollis,nigrifrons,FUSCICOLLIS,,Y,,
R1419,Saguinus,fuscicollis,nigrifrons,FUSCICOLLIS,,Y,,
R1560,Saguinus,fuscicollis,nigrifrons,FUSCICOLLIS,,Y,M,
R1571,Saguinus,fuscicollis,nigrifrons,FUSCICOLLIS,,Y,F,
R1572,Saguinus,fuscicollis,nigrifrons,FUSCICOLLIS,,Y,M,
R1573,Saguinus,fuscicollis,nigrifrons,FUSCICOLLIS,,Y,M,
R4035,Saguinus,fuscicollis,nigrifrons,FUSCICOLLIS,,Y,F,
R4037,Saguinus,fuscicollis,nigrifrons,FUSCICOLLIS,,Y,F,
R4038,Saguinus,fuscicollis,nigrifrons,FUSCICOLLIS,,Y,F,
R4041,Saguinus,fuscicollis,nigrifrons,FUSCICOLLIS,,Y,M,
R4042,Saguinus,fuscicollis,nigrifrons,FUSCICOLLIS,,Y,F,
R875,Saguinus,fuscicollis,nigrifrons,FUSCICOLLIS,,Y,F,
B19705,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,MPEG,,F,Alvorada D'O
RJ2876,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,MNRJ,,,Aripuanã-Jam
546268,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,USNM,,F,br 364 Sena
546269,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,USNM,,M,br 364 Sena
B21357,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,MPEG,,F,Cachoeira Na
B21358,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,MPEG,,M,Cachoeira Na
B21361,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,MPEG,,M,Cachoeira Na
B22003,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,MPEG,,F,"Calama, mg."
RJ2869,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,MNRJ,,,Entre Aripua
RJ2870,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,MNRJ,,,Entre Aripua
RJ2865,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,MNRJ,,F,Lago do Mapi
RJ2866,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,MNRJ,,F,Lago do Mapi
R28481,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,MNRJ,,M,"UHE Samuel,"
R28482,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,MNRJ,,F,"UHE Samuel,"
R28483,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,MNRJ,,M,"UHE Samuel,"
R28484,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,MNRJ,,F,"UHE Samuel,"
R28485,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,MNRJ,,M,"UHE Samuel,"
B21642,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,MPEG,,F,"UHE Samuel,"
B21661,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,MPEG,,F,"UHE Samuel,"
B21664,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,MPEG,,F,"UHE Samuel,"
B21665,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,MPEG,,M,"UHE Samuel,"
B21668,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,MPEG,,M,"UHE Samuel,"
B21670,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,MPEG,,F,"UHE Samuel,"
B21671,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,MPEG,,F,"UHE Samuel,"
B21673,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,MPEG,,M,"UHE Samuel,"
B21676,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,MPEG,,F,"UHE Samuel,"
B21677,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,MPEG,,M,"UHE Samuel,"
B21683,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,MPEG,,M,"UHE Samuel,"
B21903,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,MPEG,,M,"UHE Samuel,"
B21908,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,MPEG,,M,"UHE Samuel,"
B21909,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,MPEG,,M,"UHE Samuel,"
B21911,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,MPEG,,F,"UHE Samuel,"
B21912,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,MPEG,,M,"UHE Samuel,"
B21941,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,MPEG,,,"UHE Samuel,"
A75914,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,,N,F,
A75915,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,,N,M,
A75917,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,,N,M,
A76147,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,,N,M,
A76599,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,,N,F,
A76600,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,,N,F,
A76603,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,,N,M,
A76605,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,,N,M,
A76608,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,,N,M,
A76611,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,,N,F,
A76614,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,,N,M,
A98293W,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,,N,M,
A98297,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,,N,F,
A98298,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,,N,F,
F38876,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,,N,F,
F38877,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,,N,M,
F52726,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,,N,M,
F65669,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,,N,F,
F65670,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,,N,M,
F78460,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,,N,F,
F79877,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,,N,M,
F79878,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,,N,F,
F79880,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,,N,F,
F79881,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,,N,M,
F79882,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,,N,M,
F84229,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,,N,M,
F84230,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,,N,M,
F84231,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,,N,M,
N194331,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,,N,F,
N194333,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,,N,M,
N194334,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,,N,M,
N238258,Saguinus,fuscicollis,weddelli,FUSCICOLLIS,,N,M,
R24771,Saguinus,geoffroyi,geoffroyi,OEDIPUS,MNRJ,geoffroyi,M,"Chocó, Ungui"
B69958,Saguinus,geoffroyi,geoffroyi,OEDIPUS,MPEG,geoffroyi,F,Chocó: Ungui
A38065,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,M,
A38067,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,M,
A38073,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,M,
A38076,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,M,
A38174,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,F,
A38177,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,M,
F69946,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,M,
F69947,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,M,
F69948,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,F,
F69949,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,F,
F69950,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,M,
F69951,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,M,
F69952,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,F,
F69953,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,M,
F69954,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,M,
F69955,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,M,
F69956,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,M,
F69959,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,M,
F69961,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,F,
F69962,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,F,
F69963,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,M,
F69964,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,F,
F69967,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,F,
F90318,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,F,
F90320,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,F,
F90321,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,F,
F91370,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,M,
F91371,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,M,
F91372,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,M,
F91373,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,M,
F91374,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,M,
N170910,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,M,
N170911,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,F,
N170913,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,M,
N170915,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,M,
N171062,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,M,
N179163,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,M,
N240425,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,M,
N257345,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,M,
N266861,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,M,
N272336,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,M,
N283912,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,M,
N283913,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,M,
N284760,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,M,
N284761,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,F,
N284763,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,F,
N284905,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,M,
N284909,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,M,
N284911,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,M,
N284954,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,M,
N284955,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,M,
N284956,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,F,
N284957,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,F,
N284958,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,F,
N284959,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,F,
N284960,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,F,
N291245,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,F,
N291246,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,F,
N291247,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,M,
N291248,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,M,
N296290,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,F,
N296291,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,M,
N297888,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,F,
N301153,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,M,
N301154,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,F,
N301155,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,F,
N301390,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,M,
N301393,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,M,
N301394,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,F,
N301395,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,M,
N301396,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,F,
N301397,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,F,
N301398,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,F,
N301399,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,M,
N301554,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,F,
N301557,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,M,
N301559,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,M,
N301562,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,M,
N301563,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,F,
N301644,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,M,
N301647,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,M,
N301648,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,F,
N301649,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,F,
N301650,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,M,
N301652,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,M,
N301653,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,F,
N301655,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,M,
N301656,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,F,
N301658,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,F,
N301659,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,M,
N302330,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,F,
N302331,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,M,
N302332,Saguinus,geoffroyi,geoffroyi,OEDIPUS,,N,F,
