ID,GENUS,SPECIES,SUB,GROUP,MUSEUM,IDORI,SEX,LOCALITY2
Y95305,Chiropotes,albinasus,albinasus,,AMNH,,F,Igarapé Amor
Y95306,Chiropotes,albinasus,albinasus,,AMNH,,M,Igarapé Amor
Y95027,Chiropotes,albinasus,albinasus,,AMNH,,F,Igarapé Brab
BE0160,Chiropotes,albinasus,albinasus,,MPEG,,F,"Iriri-Xingu,"
546260,Chiropotes,albinasus,albinasus,,USNM,,M,"Itaituba, br"
546261,Chiropotes,albinasus,albinasus,,USNM,,M,"Itaituba, br"
546262,Chiropotes,albinasus,albinasus,,USNM,,F,"Itaituba, br"
461707,Chiropotes,albinasus,albinasus,,USNM,,F,Itaituba-Jac
461921,Chiropotes,albinasus,albinasus,,USNM,,M,Itaituba-Jac
461922,Chiropotes,albinasus,albinasus,,USNM,,M,Itaituba-Jac
544529,Chiropotes,albinasus,albinasus,,USNM,,M,km 212 br 16
545874,Chiropotes,albinasus,albinasus,,USNM,,M,km 969 br 23
Y95302,Chiropotes,albinasus,albinasus,,AMNH,,M,"Limoal, Rio"
Y95303,Chiropotes,albinasus,albinasus,,AMNH,,M,"Limoal, Rio"
Y95304,Chiropotes,albinasus,albinasus,,AMNH,,F,"Limoal, Rio"
S19655,Chiropotes,albinasus,albinasus,,MZUSP,,M,Monte Cristo
S19656,Chiropotes,albinasus,albinasus,,MZUSP,,M,Monte Cristo
S19657,Chiropotes,albinasus,albinasus,,MZUSP,,F,Monte Cristo
S19658,Chiropotes,albinasus,albinasus,,MZUSP,,F,Monte Cristo
S19659,Chiropotes,albinasus,albinasus,,MZUSP,,M,Monte Cristo
SP3626,Chiropotes,albinasus,albinasus,,MZUSP,,M,Monte Cristo
SP3627,Chiropotes,albinasus,albinasus,,MZUSP,,M,"Parintins, A"
SP3629,Chiropotes,albinasus,albinasus,,MZUSP,,M,"Parintins, A"
SP3630,Chiropotes,albinasus,albinasus,,MZUSP,,M,"Parintins, A"
SP5308,Chiropotes,albinasus,albinasus,,MZUSP,,F,"Piquiatuba,"
S19672,Chiropotes,albinasus,albinasus,,MZUSP,,M,"Praínha, Rio"
R23106,Chiropotes,albinasus,albinasus,,MNRJ,,F,Sem Procedên
Y93716,Chiropotes,albinasus,albinasus,,AMNH,,F,Serra de Par
Y93717,Chiropotes,albinasus,albinasus,,AMNH,,M,Serra de Par
Y93718,Chiropotes,albinasus,albinasus,,AMNH,,M,Serra de Par
S19663,Chiropotes,albinasus,albinasus,,MZUSP,,F,"Sumaúma, Rio"
B21542,Chiropotes,albinasus,albinasus,,MPEG,,F,Transamazoni
Y93647,Chiropotes,albinasus,albinasus,,AMNH,,M,Vila Bela Im
406430,Chiropotes,satanas,chiropotes,,USNM,,F,108 km SE de
406431,Chiropotes,satanas,chiropotes,,USNM,,F,108 km SE de
406432,Chiropotes,satanas,chiropotes,,USNM,,F,108 km SE de
BE1899,Chiropotes,satanas,chiropotes,,MPEG,,F,Baixo R. Muc
388166,Chiropotes,satanas,chiropotes,,USNM,,M,Belen (Belei
388165,Chiropotes,satanas,chiropotes,,USNM,,M,"Belen, Rio C"
388167,Chiropotes,satanas,chiropotes,,USNM,,M,"Belen, Rio C"
546263,Chiropotes,satanas,chiropotes,,USNM,,M,Cachoeira Po
546264,Chiropotes,satanas,chiropotes,,USNM,,F,Cachoeira Po
B13253,Chiropotes,satanas,chiropotes,,MPEG,,F,Cachoeira Po
B23254,Chiropotes,satanas,chiropotes,,MPEG,,M,Cachoeira Po
B24034,Chiropotes,satanas,chiropotes,,MPEG,,F,Cachoeira Po
BE1163,Chiropotes,satanas,chiropotes,,MPEG,,M,Cachoeira Tr
BE1164,Chiropotes,satanas,chiropotes,,MPEG,,F,Cachoeira Tr
S13632,Chiropotes,satanas,chiropotes,,MZUSP,,M,Cahoeira Por
B21867,Chiropotes,satanas,chiropotes,,MPEG,,M,Colônia do A
B21868,Chiropotes,satanas,chiropotes,,MPEG,,M,Colônia do A
BE7226,Chiropotes,satanas,chiropotes,,MPEG,,F,"Est. AM 1, k"
BE6922,Chiropotes,satanas,chiropotes,,MPEG,,F,"Est. AM 1, k"
BE6923,Chiropotes,satanas,chiropotes,,MPEG,,M,"Est. AM 1, k"
BE6928,Chiropotes,satanas,chiropotes,,MPEG,,F,"Est. AM 1, k"
BE6921,Chiropotes,satanas,chiropotes,,MPEG,,M,"Est. AM 1, k"
BE6919,Chiropotes,satanas,chiropotes,,MPEG,,M,"Est. AM 1, k"
BE6926,Chiropotes,satanas,chiropotes,,MPEG,,M,"Est. AM 1, k"
BE6929,Chiropotes,satanas,chiropotes,,MPEG,,F,"Est. AM 1, k"
BE6920,Chiropotes,satanas,chiropotes,,MPEG,,M,"Est. AM 1, k"
BE6930,Chiropotes,satanas,chiropotes,,MPEG,,M,"Est. AM 1, k"
BE6917,Chiropotes,satanas,chiropotes,,MPEG,,M,Estrada AM 1
BE6924,Chiropotes,satanas,chiropotes,,MPEG,,F,Estrada AM 1
BE6916,Chiropotes,satanas,chiropotes,,MPEG,,F,Estrada AM 1
BE6918,Chiropotes,satanas,chiropotes,,MPEG,,M,Estrada AM 1
BE6927,Chiropotes,satanas,chiropotes,,MPEG,,M,Estrada AM 1
Y94122,Chiropotes,satanas,chiropotes,,AMNH,,F,"Faro, Boca d"
Y94118,Chiropotes,satanas,chiropotes,,AMNH,,F,"Faro, Boca d"
Y94119,Chiropotes,satanas,chiropotes,,AMNH,,M,"Faro, Boca d"
Y94120,Chiropotes,satanas,chiropotes,,AMNH,,F,"Faro, Boca d"
Y94123,Chiropotes,satanas,chiropotes,,AMNH,,M,"Faro, Castan"
Y94125,Chiropotes,satanas,chiropotes,,AMNH,,F,"Faro, Castan"
Y94126,Chiropotes,satanas,chiropotes,,AMNH,,M,"Faro, Castan"
Y94160,Chiropotes,satanas,chiropotes,,AMNH,,M,"Faro, Mg. No"
Y94127,Chiropotes,satanas,chiropotes,,AMNH,,M,"Faro, São Jo"
Y94128,Chiropotes,satanas,chiropotes,,AMNH,,M,"Faro, São Jo"
Y94129,Chiropotes,satanas,chiropotes,,AMNH,,F,"Faro, São Jo"
Y94130,Chiropotes,satanas,chiropotes,,AMNH,,F,"Faro, São Jo"
Y78963,Chiropotes,satanas,chiropotes,,AMNH,,F,Fazenda R. N
SP5422,Chiropotes,satanas,chiropotes,,MZUSP,,F,Igarapé Anib
SP5424,Chiropotes,satanas,chiropotes,,MZUSP,,F,Igarapé Anib
Y76889,Chiropotes,satanas,chiropotes,,AMNH,,M,"Mt. Duida, n"
Y77568,Chiropotes,satanas,chiropotes,,AMNH,,M,"Mt. Duida, R"
B22056,Chiropotes,satanas,chiropotes,,MPEG,,F,"Oriximiná, C"
BE1930,Chiropotes,satanas,chiropotes,,MPEG,,M,"R. Mucajaí,"
SP5415,Chiropotes,satanas,chiropotes,,MZUSP,,M,"Rio Atabaní,"
SP5419,Chiropotes,satanas,chiropotes,,MZUSP,,F,"Rio Atabaní,"
SP5420,Chiropotes,satanas,chiropotes,,MZUSP,,F,"Rio Atabaní,"
SP5417,Chiropotes,satanas,chiropotes,,MZUSP,,F,"Rio Atabaní,"
388163,Chiropotes,satanas,chiropotes,,USNM,,F,Rio Cunucunu
SP9675,Chiropotes,satanas,chiropotes,,MZUSP,,F,"Rio Mucajaí,"
B21563,Chiropotes,satanas,chiropotes,,MPEG,,F,Rio Sacarazi
SP5414,Chiropotes,satanas,chiropotes,,MZUSP,,F,"Rio Urubu, A"
SP5425,Chiropotes,satanas,chiropotes,,MZUSP,,M,"Rio Urubu, R"
338962,Chiropotes,satanas,chiropotes,,USNM,,F,"Rupununi, Ku"
338963,Chiropotes,satanas,chiropotes,,USNM,,M,"Rupununi, Ku"
338964,Chiropotes,satanas,chiropotes,,USNM,,M,"Rupununi, Ku"
406582,Chiropotes,satanas,chiropotes,,USNM,,M,"San Juan, Ri"
406583,Chiropotes,satanas,chiropotes,,USNM,,M,"San Juan, Ri"
406587,Chiropotes,satanas,chiropotes,,USNM,,F,"San Juan, Ri"
406588,Chiropotes,satanas,chiropotes,,USNM,,M,"San Juan, Ri"
406590,Chiropotes,satanas,chiropotes,,USNM,,F,"San Juan, Ri"
406591,Chiropotes,satanas,chiropotes,,USNM,,M,"San Juan, Ri"
406592,Chiropotes,satanas,chiropotes,,USNM,,F,"San Juan, Ri"
406593,Chiropotes,satanas,chiropotes,,USNM,,F,"San Juan, Ri"
SP8914,Chiropotes,satanas,satanas,,MZUSP,,M,"Br 010, km 9"
SP8912,Chiropotes,satanas,satanas,,MZUSP,,F,"Br 010, km 9"
SP8915,Chiropotes,satanas,satanas,,MZUSP,,M,"Br 010, km 9"
SP8916,Chiropotes,satanas,satanas,,MZUSP,,F,"Br 010, km 9"
SP8918,Chiropotes,satanas,satanas,,MZUSP,,F,"Br 010, km 9"
SP8919,Chiropotes,satanas,satanas,,MZUSP,,F,"Br 010, km 9"
B12397,Chiropotes,satanas,satanas,,MPEG,,F,"Chiqueirão,"
B12399,Chiropotes,satanas,satanas,,MPEG,,F,"Chiqueirão,"
B12159,Chiropotes,satanas,satanas,,MPEG,,F,Chiqueirinho
R23112,Chiropotes,satanas,satanas,,MNRJ,,M,Estrada Bel
BE8798,Chiropotes,satanas,satanas,,MPEG,,F,"Ourém, St. F"
BE1900,Chiropotes,satanas,satanas,,MPEG,,F,Rod. Belém-B
B11849,Chiropotes,satanas,satanas,,MPEG,,F,"Vila Brabo,"
B12163,Chiropotes,satanas,utahicki,,MPEG,,M,170 km Sul d
549519,Chiropotes,satanas,utahicki,,USNM,,F,52 km SSW de
Y96339,Chiropotes,satanas,utahicki,,AMNH,satanas,F,Baia (ou Bai
Y96340,Chiropotes,satanas,utahicki,,AMNH,satanas,F,Baia do Pedr
Y96343,Chiropotes,satanas,utahicki,,AMNH,satanas,M,Baia do Pedr
Y96344,Chiropotes,satanas,utahicki,,AMNH,satanas,F,Baia do Pedr
S21324,Chiropotes,satanas,utahicki,,MZUSP,,M,Cachoeira do
BE2036,Chiropotes,satanas,utahicki,,MPEG,,F,"Gradaus, Rio"
B11296,Chiropotes,satanas,utahicki,,MPEG,,M,Mg esq. Do R
B11297,Chiropotes,satanas,utahicki,,MPEG,,M,Mg esq. Do R
Y96123,Chiropotes,satanas,utahicki,,AMNH,chiropotes,M,Porto de Moz
Y95870,Chiropotes,satanas,utahicki,,AMNH,satanas,M,"Recreio, Rio"
Y95871,Chiropotes,satanas,utahicki,,AMNH,satanas,M,"Recreio, Rio"
S23485,Chiropotes,satanas,utahicki,,MZUSP,,F,"Remansinho,"
S23484,Chiropotes,satanas,utahicki,,MZUSP,,M,"Saúde, mg. E"
Y95867,Chiropotes,satanas,utahicki,,AMNH,satanas,F,"Tapará, Rio"
Y74037,Pithecia,aequatoriali,aequatoriali,,AMNH,aequatoriali,F,"Orosa, Loret"
Y73535,Pithecia,aequatoriali,aequatoriali,,AMNH,aequatoriali,M,Puerto India
RJ3303,Pithecia,albicans,albicans,,MNRJ,albicans,M,Lago do Ayap
RJ3304,Pithecia,albicans,albicans,,MNRJ,albicans,F,Lago do Ayap
RJ3305,Pithecia,albicans,albicans,,MNRJ,albicans,M,Lago do Ayap
Y78964,Pithecia,albicans,albicans,,AMNH,,F,"Lago Tefé, R"
SP5549,Pithecia,irrorata,irrorata,,MZUSP,irrorata,M,"Aruã, Rio Ar"
Y93665,Pithecia,irrorata,irrorata,,AMNH,irrorata,M,Boca do Rio
Y92316,Pithecia,irrorata,irrorata,,AMNH,irrorata,F,"Borba, Rio M"
Y92317,Pithecia,irrorata,irrorata,,AMNH,irrorata,M,"Borba, Rio M"
Y92318,Pithecia,irrorata,irrorata,,AMNH,irrorata,M,"Borba, Rio M"
RJ2422,Pithecia,irrorata,irrorata,,MNRJ,sp.,M,Córrego do C
Y91753,Pithecia,irrorata,irrorata,,AMNH,irrorata,F,Igarapé Auar
Y91752,Pithecia,irrorata,irrorata,,AMNH,irrorata,F,Igarapé Auar
461705,Pithecia,irrorata,irrorata,,USNM,irrorata,F,Itaituba-Jac
461706,Pithecia,irrorata,irrorata,,USNM,irrorata,M,Itaituba-Jac
461918,Pithecia,irrorata,irrorata,,USNM,irrorata,F,Itaituba-Jac
461919,Pithecia,irrorata,irrorata,,USNM,irrorata,M,Itaituba-Jac
461920,Pithecia,irrorata,irrorata,,USNM,irrorata,F,Itaituba-Jac
RJ3314,Pithecia,irrorata,irrorata,,MNRJ,irrorata,F,Lago do Cana
RJ3313,Pithecia,irrorata,irrorata,,MNRJ,irrorata,M,Lago do Cana
S18962,Pithecia,irrorata,irrorata,,MZUSP,irrorata,M,Nova Brasíli
S20061,Pithecia,irrorata,irrorata,,MZUSP,irrorata,M,Nova Brasíli
Y93648,Pithecia,irrorata,irrorata,,AMNH,irrorata,M,"Parintins, V"
Y93649,Pithecia,irrorata,irrorata,,AMNH,irrorata,M,"Parintins, V"
Y93101,Pithecia,irrorata,irrorata,,AMNH,irrorata,M,"Parintins, V"
Y93102,Pithecia,irrorata,irrorata,,AMNH,irrorata,F,"Parintins, V"
S22894,Pithecia,irrorata,irrorata,,MZUSP,irrorata,F,Pedra Branca
Y92319,Pithecia,irrorata,irrorata,,AMNH,irrorata,F,"Rosarinho,"
Y92320,Pithecia,irrorata,irrorata,,AMNH,irrorata,M,"Rosarinho,"
Y92826,Pithecia,irrorata,irrorata,,AMNH,irrorata,M,"Rosarinho, L"
Y92827,Pithecia,irrorata,irrorata,,AMNH,irrorata,M,"Rosarinho, L"
B21537,Pithecia,irrorata,irrorata,,MPEG,irrorata,F,Transamazoni
B21776,Pithecia,irrorata,irrorata,,MPEG,irrorata,M,"UHE Samuel,"
B21777,Pithecia,irrorata,irrorata,,MPEG,irrorata,F,"UHE Samuel,"
B21780,Pithecia,irrorata,irrorata,,MPEG,irrorata,F,"UHE Samuel,"
B21784,Pithecia,irrorata,irrorata,,MPEG,irrorata,F,"UHE Samuel,"
B21785,Pithecia,irrorata,irrorata,,MPEG,irrorata,M,"UHE Samuel,"
B21786,Pithecia,irrorata,irrorata,,MPEG,irrorata,F,"UHE Samuel,"
B21787,Pithecia,irrorata,irrorata,,MPEG,irrorata,F,"UHE Samuel,"
B21788,Pithecia,irrorata,irrorata,,MPEG,irrorata,F,"UHE Samuel,"
B21790,Pithecia,irrorata,irrorata,,MPEG,irrorata,F,"UHE Samuel,"
B21791,Pithecia,irrorata,irrorata,,MPEG,irrorata,M,"UHE Samuel,"
B21792,Pithecia,irrorata,irrorata,,MPEG,irrorata,M,"UHE Samuel,"
B21794,Pithecia,irrorata,irrorata,,MPEG,irrorata,M,"UHE Samuel,"
B21934,Pithecia,irrorata,irrorata,,MPEG,irrorata,F,"UHE Samuel,"
B21938,Pithecia,irrorata,irrorata,,MPEG,irrorata,F,"UHE Samuel,"
B21961,Pithecia,irrorata,irrorata,,MPEG,irrorata,M,"UHE Samuel,"
RJ2421,Pithecia,irrorata,irrorata,,MNRJ,sp.,F,Veado Branco
R24106,Pithecia,irrorata,irrorata,,MNRJ,sem,M,Fazenda São
R31192,Pithecia,irrorata,irrorata,,MNRJ,sem,F,"UHE Samuel,"
BE0752,Pithecia,irrorata,vanzolinii,,MPEG,vanzolinii,F,Cruzeiro do
S19694,Pithecia,irrorata,vanzolinii,,MZUSP,vanzolinii,F,"Santa Cruz,"
SP4160,Pithecia,irrorata,vanzolinii,,MZUSP,vanzolinii,M,"Santa Cruz,"
SP4981,Pithecia,irrorata,vanzolinii,,MZUSP,vanzolinii,M,"Santa Cruz,"
SP4982,Pithecia,irrorata,vanzolinii,,MZUSP,vanzolinii,F,"Santa Cruz,"
SP4985,Pithecia,irrorata,vanzolinii,,MZUSP,vanzolinii,M,"Santa Cruz,"
SP4987,Pithecia,irrorata,vanzolinii,,MZUSP,vanzolinii,F,"Santa Cruz,"
SP5484,Pithecia,irrorata,vanzolinii,,MZUSP,vanzolinii,M,"Santa Cruz,"
SP5485,Pithecia,irrorata,vanzolinii,,MZUSP,vanzolinii,M,"Santa Cruz,"
SP5486,Pithecia,irrorata,vanzolinii,,MZUSP,vanzolinii,F,"Santa Cruz,"
SP5488,Pithecia,irrorata,vanzolinii,,MZUSP,vanzolinii,M,"Santa Cruz,"
SP5489,Pithecia,irrorata,vanzolinii,,MZUSP,vanzolinii,F,"Santa Cruz,"
SP5490,Pithecia,irrorata,vanzolinii,,MZUSP,vanzolinii,F,"Santa Cruz,"
SP5491,Pithecia,irrorata,vanzolinii,,MZUSP,vanzolinii,M,"Santa Cruz,"
SP5492,Pithecia,irrorata,vanzolinii,,MZUSP,vanzolinii,M,"Santa Cruz,"
SP5493,Pithecia,irrorata,vanzolinii,,MZUSP,vanzolinii,M,"Santa Cruz,"
SP5494,Pithecia,irrorata,vanzolinii,,MZUSP,vanzolinii,F,"Santa Cruz,"
SP5495,Pithecia,irrorata,vanzolinii,,MZUSP,vanzolinii,F,"Santa Cruz,"
RJ5972,Pithecia,irrorata,vanzolinii,,MNRJ,vanzolinii,F,"Santa Cruz,"
SP4161,Pithecia,irrorata,vanzolinii,,MZUSP,vanzolinii,M,Santo Antoni
SP4162,Pithecia,irrorata,vanzolinii,,MZUSP,vanzolinii,F,Santo Antoni
BE0851,Pithecia,irrorata,vanzolinii,,MPEG,vanzolinii,M,Seringal Ori
Y71806,Pithecia,monacha,monacha,,AMNH,monacha,F,Boca do Rio
Y71805,Pithecia,monacha,monacha,,AMNH,monacha,M,Boca do Rio
Y71807,Pithecia,monacha,monacha,,AMNH,monacha,M,Boca do Rio
Y71808,Pithecia,monacha,monacha,,AMNH,monacha,M,Boca do Rio
Y71809,Pithecia,monacha,monacha,,AMNH,monacha,M,Boca do Rio
Y71810,Pithecia,monacha,monacha,,AMNH,monacha,M,Boca do Rio
Y71811,Pithecia,monacha,monacha,,AMNH,monacha,M,Boca do Rio
Y98365,Pithecia,monacha,monacha,,AMNH,monacha,F,Boca do Rio
Y71816,Pithecia,monacha,monacha,,AMNH,monacha,M,Boca Lagarto
Y71817,Pithecia,monacha,monacha,,AMNH,monacha,M,Boca Lagarto
BE1056,Pithecia,monacha,monacha,,MPEG,monacha,M,Estirão do E
BE1528,Pithecia,monacha,monacha,,MPEG,monacha,M,Estirão do E
BE1607,Pithecia,monacha,monacha,,MPEG,monacha,F,Estirão do E
BE1654,Pithecia,monacha,monacha,,MPEG,monacha,F,Estirão do E
BE1827,Pithecia,monacha,monacha,,MPEG,monacha,F,Estirão do E
BE1828,Pithecia,monacha,monacha,,MPEG,monacha,F,Estirão do E
BE1829,Pithecia,monacha,monacha,,MPEG,monacha,M,Estirão do E
BE1831,Pithecia,monacha,monacha,,MPEG,monacha,F,Estirão do E
BE1832,Pithecia,monacha,monacha,,MPEG,monacha,M,Estirão do E
BE1834,Pithecia,monacha,monacha,,MPEG,monacha,F,Estirão do E
BE1836,Pithecia,monacha,monacha,,MPEG,monacha,M,Estirão do E
BE1838,Pithecia,monacha,monacha,,MPEG,monacha,M,Estirão do E
SP4328,Pithecia,monacha,monacha,,MZUSP,monacha,M,Igarapé Gran
SP4329,Pithecia,monacha,monacha,,MZUSP,monacha,F,Igarapé Gran
Y76641,Pithecia,monacha,monacha,,AMNH,monacha,F,"Lagarto, Alt"
518223,Pithecia,monacha,monacha,,USNM,monacha,F,Mata Esperan
Y67248,Pithecia,monacha,monacha,,AMNH,monacha,M,Monte Alegre
230798,Pithecia,monacha,monacha,,AMNH,monacha,F,"Nevati, Oxap"
230799,Pithecia,monacha,monacha,,AMNH,monacha,M,"Nevati, Oxap"
239853,Pithecia,monacha,monacha,,AMNH,monacha,M,"Nevati, Oxap"
Y73714,Pithecia,monacha,monacha,,AMNH,monacha,M,"Orosa, Loret"
Y73715,Pithecia,monacha,monacha,,AMNH,monacha,F,"Orosa, Loret"
Y74036,Pithecia,monacha,monacha,,AMNH,monacha,F,"Orosa, Loret"
Y73538,Pithecia,monacha,monacha,,AMNH,monacha,F,Puerto India
SP0756,Pithecia,monacha,monacha,,MZUSP,monacha,M,"Rio Juruá, A"
SP0760,Pithecia,monacha,monacha,,MZUSP,monacha,M,"Rio Juruá, A"
SP0761,Pithecia,monacha,monacha,,MZUSP,monacha,F,"Rio Juruá, A"
SP0764,Pithecia,monacha,monacha,,MZUSP,monacha,F,"Rio Juruá, A"
SP0765,Pithecia,monacha,monacha,,MZUSP,monacha,M,"Rio Juruá, A"
Y98344,Pithecia,monacha,monacha,,AMNH,monacha,M,"Rio Pisqui,"
Y75290,Pithecia,monacha,monacha,,AMNH,monacha,M,"Sarayacu, Ri"
Y76411,Pithecia,monacha,monacha,,AMNH,monacha,M,"Sarayacu, Ri"
Y76412,Pithecia,monacha,monacha,,AMNH,monacha,M,"Sarayacu, Ri"
Y76414,Pithecia,monacha,monacha,,AMNH,monacha,F,"Sarayacu, Ri"
Y76499,Pithecia,monacha,monacha,,AMNH,monacha,F,"Sarayacu, Ri"
Y76500,Pithecia,monacha,monacha,,AMNH,monacha,M,"Sarayacu, Ri"
518224,Pithecia,monacha,monacha,,USNM,monacha,F,"Seringal, Bo"
Y75979,Pithecia,monacha,monacha,,AMNH,monacha,M,"Ucayali, Boc"
Y75981,Pithecia,monacha,monacha,,AMNH,monacha,F,"Ucayali, Boc"
268241,Pithecia,monacha,monacha,,AMNH,,M,"Rio Galvez,"
268243,Pithecia,monacha,monacha,,AMNH,,F,"Rio Galvez,"
V11127,Pithecia,monacha,monacha,,AMNH,,F,"Rio Galvez,"
V11128,Pithecia,monacha,monacha,,AMNH,,M,"Rio Galvez,"
V11129,Pithecia,monacha,monacha,,AMNH,,M,"Rio Galvez,"
V11130,Pithecia,monacha,monacha,,AMNH,,M,"Rio Galvez,"
V11131,Pithecia,monacha,monacha,,AMNH,,M,"Rio Galvez,"
V11132,Pithecia,monacha,monacha,,AMNH,,M,"Rio Galvez,"
V11133,Pithecia,monacha,monacha,,AMNH,,M,"Rio Galvez,"
V11136,Pithecia,monacha,monacha,,AMNH,,F,"Rio Galvez,"
V11138,Pithecia,monacha,monacha,,AMNH,,M,"Rio Galvez,"
V11142,Pithecia,monacha,monacha,,AMNH,,M,"Rio Galvez,"
V11145,Pithecia,monacha,monacha,,AMNH,,M,"Rio Galvez,"
V11146,Pithecia,monacha,monacha,,AMNH,,F,"Rio Galvez,"
V11149,Pithecia,monacha,monacha,,AMNH,,M,"Rio Galvez,"
V11150,Pithecia,monacha,monacha,,AMNH,,F,"Rio Galvez,"
V11153,Pithecia,monacha,monacha,,AMNH,,F,"Rio Galvez,"
V11154,Pithecia,monacha,monacha,,AMNH,,F,"Rio Galvez,"
Y94132,Pithecia,pithecia,chrysocephal,,AMNH,chrysocephal,F,Boca do Rio
Y94149,Pithecia,pithecia,chrysocephal,,AMNH,chrysocephal,M,Boca do Rio
SP5580,Pithecia,pithecia,chrysocephal,,MZUSP,chrysocephal,M,"Boiuçu, Pa"
SP5582,Pithecia,pithecia,chrysocephal,,MZUSP,chrysocephal,M,"Boiuçu, Pa"
SP5585,Pithecia,pithecia,chrysocephal,,MZUSP,,M,"Boiuçu, Pa"
SP5587,Pithecia,pithecia,chrysocephal,,MZUSP,,F,"Boiuçu, Pa"
SP5591,Pithecia,pithecia,chrysocephal,,MZUSP,,F,"Boiuçu, Pa"
SP5592,Pithecia,pithecia,chrysocephal,,MZUSP,,M,"Boiuçu, Pa"
SP5581,Pithecia,pithecia,chrysocephal,,MZUSP,chrysocephal,M,"Bravo, Pa"
SP5583,Pithecia,pithecia,chrysocephal,,MZUSP,chrysocephal,M,"Bravo, Pa"
SP5586,Pithecia,pithecia,chrysocephal,,MZUSP,,M,"Bravo, Pa"
SP5588,Pithecia,pithecia,chrysocephal,,MZUSP,,F,"Bravo, Pa"
SP5589,Pithecia,pithecia,chrysocephal,,MZUSP,,M,"Bravo, Pa"
B21820,Pithecia,pithecia,chrysocephal,,MPEG,pithecia,F,Cachoeira de
BE1744,Pithecia,pithecia,chrysocephal,,MPEG,pithecia,M,Cachoeira do
BE6972,Pithecia,pithecia,chrysocephal,,MPEG,pithecia,F,"Est. AM 1, k"
BE6974,Pithecia,pithecia,chrysocephal,,MPEG,pithecia,F,"Est. AM 1, k"
BE6965,Pithecia,pithecia,chrysocephal,,MPEG,pithecia,M,"Est. AM 1, k"
BE6967,Pithecia,pithecia,chrysocephal,,MPEG,pithecia,M,"Est. AM 1, k"
BE6973,Pithecia,pithecia,chrysocephal,,MPEG,pithecia,F,"Est. AM 1, k"
Y94133,Pithecia,pithecia,chrysocephal,,AMNH,chrysocephal,F,"Faro, Mg. No"
BE6969,Pithecia,pithecia,chrysocephal,,MPEG,pithecia,M,Ig. do Papel
BE7229,Pithecia,pithecia,chrysocephal,,MPEG,pithecia,F,Ig. Do Passa
S19687,Pithecia,pithecia,chrysocephal,,MZUSP,chrysocephal,M,Igarapé Anib
SP5174,Pithecia,pithecia,chrysocephal,,MZUSP,chrysocephal,F,Igarapé Anib
SP5552,Pithecia,pithecia,chrysocephal,,MZUSP,chrysocephal,F,Igarapé Anib
RJ5974,Pithecia,pithecia,chrysocephal,,MNRJ,chrysocephal,M,Igarapé Anib
RJ5975,Pithecia,pithecia,chrysocephal,,MNRJ,chrysocephal,M,Igarapé Anib
S11460,Pithecia,pithecia,chrysocephal,,MZUSP,chrysocephal,M,"Itacoatiara,"
SP5178,Pithecia,pithecia,chrysocephal,,MZUSP,chrysocephal,M,"Itacoatiara,"
S19681,Pithecia,pithecia,chrysocephal,,MZUSP,chrysocephal,M,"Itapiranga,"
SP4325,Pithecia,pithecia,chrysocephal,,MZUSP,chrysocephal,M,Lago de Serp
SP5551,Pithecia,pithecia,chrysocephal,,MZUSP,chrysocephal,F,Lago de Serp
RJ3310,Pithecia,pithecia,chrysocephal,,MNRJ,chrysocephal,F,"Manacupurú,"
SP3624,Pithecia,pithecia,chrysocephal,,MZUSP,chrysocephal,M,"Óbidos, (Nor"
BE5020,Pithecia,pithecia,chrysocephal,,MPEG,pithecia,M,"Óbidos, Pa"
SP3621,Pithecia,pithecia,chrysocephal,,MZUSP,chrysocephal,M,"Óbidos, Pa"
SP3622,Pithecia,pithecia,chrysocephal,,MZUSP,chrysocephal,F,"Óbidos, Pa"
SP3623,Pithecia,pithecia,chrysocephal,,MZUSP,chrysocephal,F,"Óbidos, Pa"
SP3625,Pithecia,pithecia,chrysocephal,,MZUSP,chrysocephal,M,"Óbidos, Pa"
SP5180,Pithecia,pithecia,chrysocephal,,MZUSP,chrysocephal,F,"Rio Atabaní,"
SP5182,Pithecia,pithecia,chrysocephal,,MZUSP,chrysocephal,M,"Rio Atabaní,"
SP4321,Pithecia,pithecia,chrysocephal,,MZUSP,chrysocephal,M,"Rio Urubu, A"
Y94147,Pithecia,pithecia,chrysocephal,,AMNH,chrysocephal,M,Serra do Esp
Y94150,Pithecia,pithecia,chrysocephal,,AMNH,chrysocephal,M,Serra do Esp
SP4322,Pithecia,pithecia,chrysocephal,,MZUSP,chrysocephal,M,"Silves, Am"
SP5181,Pithecia,pithecia,chrysocephal,,MZUSP,chrysocephal,F,"Silves, Am"
SP5550,Pithecia,pithecia,chrysocephal,,MZUSP,chrysocephal,F,"Silves, Am"
SP5179,Pithecia,pithecia,chrysocephal,,MZUSP,chrysocephal,M,"Silves, Nort"
Y79386,Pithecia,pithecia,chrysocephal,,AMNH,chrysocephal,M,Taboal (Tabo
374754,Pithecia,pithecia,pithecia,,USNM,,M,56 km SE El
374745,Pithecia,pithecia,pithecia,,USNM,,F,59 km SE de
374748,Pithecia,pithecia,pithecia,,USNM,,F,59 km SSE de
374749,Pithecia,pithecia,pithecia,,USNM,,F,59 km SSE de
374759,Pithecia,pithecia,pithecia,,USNM,,M,59 km SSE de
374762,Pithecia,pithecia,pithecia,,USNM,,M,59 km SSE de
